834, 4.7
1655, 5.3
1936, 6.0
1960, 4.6
1962, 5.5
1969, 5.1
2001, 9.2
2353, 5.7
2478, 5.8
2579, 4.7
3138, 4.6
3207, 5.5
3245, 6.2
3277, 4.5
3320, 5.6
3447, 6.1
3457, 4.6
3591, 5.4
4107, 4.7
4228, 4.7
4238, 4.5
4303, 5.1
4628, 5.2
5748, 5.4
5879, 5.3
5893, 4.8
5895, 5.2
5966, 5.5
5970, 6.5
5980, 8.9
6025, 6.4
6033, 4.8
6149, 6.6
6267, 5.1
6620, 4.7
6734, 5.5
6765, 5.8
6815, 4.9
6839, 5.5
6841, 4.9
6878, 4.8
6897, 5.5
6899, 5.0
6914, 4.8
7019, 6.6
7084, 8.6
7211, 5.8
7214, 5.1
7607, 9.3
7631, 5.6
7921, 5.1
8034, 4.5
8241, 6.5
8265, 5.3
8266, 5.0
8287, 5.5
8320, 4.9
8338, 7.5
8350, 5.4
8354, 5.2
8361, 12.4
8367, 5.3
8374, 4.7
8750, 4.8
8764, 8.0
8787, 6.1
8809, 4.9
8810, 5.0
8817, 7.1
8819, 6.2
8913, 4.7
8915, 6.0
8926, 7.2
8928, 5.6
8952, 8.0
8959, 7.3
8972, 4.8
8976, 4.5
8983, 4.9
9085, 6.5
9088, 6.6
9099, 5.9
9104, 6.7
9111, 6.9
9182, 5.7
9393, 7.3
9732, 5.3
9807, 5.2
9984, 4.7
9985, 6.0
10062, 4.5
10239, 5.7
10260, 5.9
10287, 4.6
10467, 5.4
10592, 9.7
10778, 9.6
10812, 8.4
10855, 5.2
10863, 4.7
10896, 4.5
10947, 7.0
11072, 7.6
11098, 7.3
11183, 4.8
11184, 5.0
11222, 7.4
11369, 4.6
11736, 8.2
11811, 5.2
11814, 8.8
11914, 5.5
12004, 6.5
12037, 4.7
12128, 4.7
12217, 5.9
12310, 4.9
12423, 7.7
12440, 4.8
12467, 4.7
12547, 6.0
12699, 5.9
12755, 4.5
12929, 5.8
13024, 5.0
13048, 5.3
13067, 8.6
13152, 10.4
13173, 4.5
13176, 5.2
13185, 5.1
13203, 5.8
13502, 4.7
13789, 5.7
13797, 6.5
13817, 6.5
13877, 5.0
13890, 4.5
13912, 4.6
13992, 4.8
14009, 5.1
14018, 8.1
14212, 4.9
14438, 5.0
14440, 5.0
14542, 5.1
14683, 4.5
14853, 5.7
14868, 4.6
14988, 5.7
15460, 4.8
15473, 7.0
15803, 5.1
16090, 4.6
16103, 6.3
16310, 5.3
16313, 8.1
16342, 4.6
16461, 4.7
16625, 5.9
16743, 5.5
16871, 6.8
16887, 5.8
16962, 6.7
17002, 5.2
17240, 6.3
17339, 5.3
17374, 5.2
17398, 6.7
17399, 7.5
17437, 4.6
17447, 5.4
17489, 5.2
17531, 4.6
17565, 5.3
17790, 5.3
17832, 5.5
17897, 7.4
17917, 6.4
17958, 6.4
17997, 6.9
18007, 4.5
18035, 6.7
18178, 4.6
18311, 4.8
18478, 4.8
18564, 6.2
18727, 5.0
18763, 4.5
18781, 4.5
18809, 6.3
18822, 6.3
18841, 4.7
18855, 5.5
18883, 9.5
18888, 4.7
18911, 4.5
18976, 5.1
19061, 7.0
19072, 8.2
19091, 4.5
19105, 5.7
19132, 5.0
19145, 4.5
19206, 4.8
19216, 5.2
19234, 7.0
19334, 6.1
19339, 6.5
19340, 4.7
19416, 8.2
19431, 5.1
19454, 5.1
19456, 5.0
19488, 7.5
19504, 5.4
19544, 6.3
19706, 5.3
19721, 6.5
19722, 6.2
19865, 11.3
19898, 4.6
19906, 5.5
19908, 5.4
20001, 8.4
20068, 8.4
20255, 4.6
20536, 4.6
20656, 4.6
20773, 5.8
21225, 7.1
21260, 4.9
21283, 5.0
21334, 5.2
21437, 5.3
21543, 4.5
21587, 5.7
21598, 4.5
21599, 5.9
21642, 6.5
21643, 5.6
21735, 4.9
21764, 4.8
21775, 4.5
21812, 6.7
21974, 5.4
21984, 5.1
22063, 5.0
22108, 5.6
22181, 4.5
22283, 4.7
22400, 4.8
22844, 6.1
22852, 10.2
23164, 7.4
23228, 4.8
23401, 4.5
23411, 8.6
23555, 4.5
23593, 5.4
23917, 4.6
24296, 4.8
24390, 7.3
24485, 5.1
24557, 7.2
24572, 8.2
24963, 5.6
25360, 5.7
25600, 6.8
25888, 7.8
25889, 5.1
25897, 6.6
25904, 9.2
25943, 5.4
25944, 4.7
25948, 7.2
25952, 8.0
25953, 5.1
25969, 4.6
25970, 4.8
25983, 6.1
25985, 5.7
26026, 6.5
26104, 4.9
26139, 5.1
26172, 5.0
26180, 6.4
26205, 4.6
26225, 4.6
26233, 5.7
26234, 6.6
26272, 6.7
26309, 5.5
26341, 6.5
26560, 5.6
27019, 8.5
27020, 4.6
27033, 11.6
27098, 5.5
27105, 7.2
27147, 6.3
27150, 4.6
27344, 5.6
27354, 7.0
27428, 5.1
27448, 5.1
27493, 5.7
27636, 5.8
27787, 5.4
27893, 5.3
27921, 4.5
27964, 6.3
27970, 4.9
28184, 5.6
28204, 5.2
28407, 5.2
28527, 4.8
28863, 4.6
29125, 4.7
29433, 4.5
29581, 4.8
29596, 4.6
29690, 5.8
29794, 6.5
29843, 6.3
30184, 5.6
