0,-0.0000010000,-13.8155105580,-13.8155105580,-13.8155105580
1,-0.0000010000,-13.8155105580,-13.8155105580,-13.8155105580
2,-13.8155105580,-13.8155105580,-8.7767253676,-13.8155105580
3,-13.8155105580,-0.0000010000,-13.0652664165,-13.8155105580
4,-0.0000010000,-0.0000010000,-11.7720792990,-13.8155105580
5,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
6,-0.0000010000,-13.8155105580,-13.8155105580,-13.8155105580
7,-0.0000010000,-0.0000010000,-8.1586593387,-0.0000010000
8,-13.8155105580,-13.8155105580,-0.0000010000,-13.8155105580
9,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
10,-13.8155105580,-13.8155105580,-0.0000010000,-0.0000010000
11,-13.8155105580,-13.8155105580,-8.8222502305,-13.8155105580
12,-0.0000010000,-13.8155105580,-13.8155105580,-13.8155105580
13,-13.8155105580,-0.0000010000,-10.6072234078,-13.8155105580
14,-13.8155105580,-0.0000010000,-0.0000010000,-13.8155105580
15,-13.8155105580,-0.0000010000,-9.0203315143,-13.8155105580
16,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580
17,-13.5791684550,-0.0000010000,-13.8155105580,-13.8155105580
18,-13.8155105580,-0.0000010000,-5.9465296435,-13.8155105580
19,-13.8155105580,-0.0000010000,-9.2557243172,-13.8155105580
20,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
21,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580
22,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580
23,-13.8155105580,-13.8155105580,-3.7382594301,-13.8155105580
24,-13.8155105580,-13.8155105580,-0.0000010000,-13.8155105580
25,-13.8155105580,-0.0000010000,-7.1012655132,-13.8155105580
26,-13.8155105580,-13.8155105580,-13.8155105580,-5.0696238453
27,-13.8155105580,-13.8155105580,-12.9110836712,-0.0000010000
28,-13.0286238223,-13.8155105580,-5.2614618720,-0.0000010000
29,-13.8155105580,-13.8155105580,-12.6580234682,-13.8155105580
30,-13.8155105580,-8.1637692335,-13.8155105580,-13.8155105580
31,-0.0000010000,-13.8155105580,-13.8155105580,-13.8155105580
32,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
33,-0.0000010000,-13.8155105580,-13.8155105580,-12.0924905513
34,-13.8155105580,-13.8155105580,-11.5826740215,-0.0000010000
35,-13.8155105580,-13.8155105580,-13.8155105580,-0.0000010000
36,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
37,-12.9361845437,-13.8155105580,-9.3534556128,-13.8155105580
38,-13.8155105580,-13.8155105580,-5.3267017095,-13.8155105580
39,-13.7841000928,-13.8155105580,-0.0000010000,-13.8155105580
40,-11.9471169217,-0.0000010000,-0.0000010000,-8.6268627094
41,-13.8155105580,-13.8155105580,-13.8155105580,-0.0000010000
42,-13.8155105580,-13.8155105580,-11.2620599239,-13.8155105580
43,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000
44,-13.8155105580,-13.8155105580,-0.0000010000,-0.0000010000
45,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
46,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000
47,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
48,-0.0000010000,-13.8155105580,-9.1182836742,-13.8155105580
49,-13.8155105580,-13.8155105580,-0.0000010000,-0.0000010000
50,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000
51,-13.8155105580,-0.0000010000,-0.0000010000,-13.8155105580
52,-13.8155105580,-8.4518452858,-0.0000010000,-13.8155105580
53,-13.8155105580,-13.8155105580,-0.0000010000,-10.0021545927
54,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
55,-13.8155105580,-13.8155105580,-13.8155105580,-0.0000010000
56,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580
57,-13.8155105580,-13.8155105580,-5.0767311635,-0.0000010000
58,-0.0000010000,-13.8155105580,-0.0000144281,-0.0000010000
59,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580
60,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
61,-13.8155105580,-13.8155105580,-9.8530901379,-13.8155105580
62,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000010000
63,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000
64,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
65,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580
66,-13.8155105580,-0.0000010000,-8.8900373494,-13.8155105580
67,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580
68,-13.8155105580,-0.0000010000,-8.6032894551,-13.8155105580
69,-13.8155105580,-0.0000010000,-7.6672832271,-13.8155105580
70,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580
71,-0.0000010000,-13.8155105580,-13.8155105580,-12.6494492236
72,-13.8155105580,-13.8155105580,-13.8155105580,-5.3643858352
73,-13.8155105580,-13.8155105580,-6.3297756705,-9.8171428283
74,-13.8155105580,-13.8155105580,-5.5347302985,-13.8155105580
75,-13.8155105580,-13.8155105580,-0.0000010000,-0.0000010000
76,-0.0000010000,-13.8155105580,-13.8155105580,-9.8616405919
77,-13.8155105580,-0.0000010000,-0.0000010000,-13.8155105580
78,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
79,-13.8155105580,-13.8155105580,-0.0000010000,-0.0000010000
80,-13.8155105580,-13.8155105580,-0.0000010000,-0.0000010000
81,-13.8155105580,-13.8155105580,-0.0000010000,-13.8155105580
82,-12.9289140271,-8.1114323370,-6.0983988362,-13.8155105580
83,-0.0000010000,-0.0000010000,-13.8155105580,-13.8155105580
84,-13.8155105580,-13.8155105580,-13.8155105580,-0.0000010000
85,-13.8155105580,-13.8155105580,-13.8155105580,-0.0000010000
86,-13.8155105580,-13.8155105580,-0.0000010000,-0.0000010000
87,-12.7938055803,-13.8155105580,-8.9244852738,-0.0000010000
88,-13.8155105580,-13.8155105580,-0.0000010000,-0.0000010000
89,-13.8155105580,-13.8155105580,-13.8155105580,-10.2234475235
90,-13.8155105580,-13.8155105580,-7.5244513107,-13.8155105580
91,-13.8155105580,-0.0000010000,-13.8155105580,-0.0000010000
92,-13.8155105580,-0.0000010000,-13.8155105580,-0.0000010000
93,-0.0000010000,-13.8155105580,-13.8155105580,-0.0000010000
94,-13.3021293819,-0.0000010000,-13.8155105580,-13.8155105580
95,-13.8155105580,-0.0000010000,-0.0000010000,-13.8155105580
96,-13.8155105580,-13.8155105580,-11.8982175899,-9.8073340895
97,-12.6298041710,-13.8155105580,-13.8155105580,-0.0000010000
98,-13.8155105580,-0.0000010000,-6.7771815707,-13.8155105580
99,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580
100,-13.8084719712,-0.0352097606,-7.8646528189,-13.8155105580
101,-12.8558780388,-0.0000010000,-13.8155105580,-13.8155105580
102,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580
103,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580
104,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580
105,-0.0000010000,-10.4898225862,-13.8155105580,-13.8155105580
106,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580
107,-13.8155105580,-0.0000010000,-6.2426609277,-13.8155105580
108,-13.8155105580,-13.8155105580,-7.8537782501,-13.8155105580
109,-13.8155105580,-0.0000010000,-12.3470952640,-13.8155105580
110,-0.0000010000,-13.8155105580,-13.8155105580,-13.8155105580
111,-0.0000010000,-13.8155105580,-13.8155105580,-0.0000010000
112,-13.8155105580,-13.8155105580,-12.4795975002,-0.0000010000
113,-0.0000010000,-13.8155105580,-13.8155105580,-0.0000010000
114,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000
115,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
116,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
117,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
118,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580
119,-13.8155105580,-13.8155105580,-0.0000010000,-13.8155105580
120,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
121,-13.8155105580,-13.8155105580,-0.0000010000,-13.8155105580
122,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
123,-13.8155105580,-13.8155105580,-0.0000010000,-13.8155105580
124,-0.0000010000,-13.8155105580,-13.8155105580,-13.8155105580
125,-13.8155105580,-0.0000010000,-0.0000010000,-13.8155105580
126,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
127,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
128,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
129,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
130,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
131,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
132,-13.8155105580,-13.8155105580,-13.8155105580,-4.3063971312
133,-13.8155105580,-13.8155105580,-12.6841160096,-13.8155105580
134,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
135,-13.8155105580,-13.8155105580,-0.0000010000,-13.8155105580
136,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000
137,-13.8155105580,-13.8155105580,-13.8155105580,-5.2105174326
138,-0.0000010838,-0.0000010000,-13.8155105580,-0.0000010000
139,-0.0000010000,-13.8155105580,-0.0000010000,-13.8155105580
140,-13.8155105580,-13.8155105580,-0.0000010000,-12.6218060151
141,-13.8155105580,-13.8155105580,-7.2823831011,-0.0000010000
142,-9.2450127253,-13.8155105580,-4.8512669018,-0.0000010000
143,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
144,-13.5197324163,-13.8155105580,-13.8155105580,-0.0000010000
145,-13.8155105580,-0.0000010000,-13.8155105580,-0.0000010000
146,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000
147,-0.0000010000,-13.8155105580,-13.8155105580,-0.0000010000
148,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
149,-13.8155105580,-13.8155105580,-0.0000010000,-13.8155105580
150,-13.8155105580,-13.8155105580,-0.0000010000,-13.8155105580
151,-13.8155105580,-13.8155105580,-0.0000010000,-13.8155105580
152,-13.8155105580,-13.8155105580,-7.6203227933,-13.8155105580
153,-10.9451044758,-13.8155105580,-9.9688169838,-13.8155105580
154,-12.4597088870,-13.8155105580,-0.0000010000,-13.8155105580
155,-13.8155105580,-13.8155105580,-7.1250317267,-13.8155105580
156,-10.1008511352,-13.8155105580,-0.0000010000,-0.0000010000
157,-0.0000010000,-13.8155105580,-13.8155105580,-12.4812196790
158,-0.0000010000,-13.8155105580,-0.0000019509,-0.0000010000
159,-13.8155105580,-13.8155105580,-6.7006973726,-13.8155105580
160,-9.3311446917,-13.8155105580,-0.0000010000,-13.8155105580
161,-13.8155105580,-0.0000010000,-9.8569310685,-13.8155105580
162,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
163,-13.8155105580,-0.0000010000,-9.8569310685,-13.8155105580
164,-13.8155105580,-13.8155105580,-0.0000010000,-13.8155105580
165,-13.8155105580,-9.1863048518,-13.8155105580,-13.8155105580
166,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
167,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
168,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
169,-0.0000010000,-13.8155105580,-13.8155105580,-13.8155105580
170,-13.8155105580,-13.8155105580,-0.0000010000,-13.8155105580
171,-0.0000010000,-9.3308007435,-13.8155105580,-13.8155105580
172,-13.8155105580,-11.2771355035,-13.8155105580,-13.8155105580
173,-0.0000010000,-13.8155105580,-13.8155105580,-13.8155105580
174,-13.8116503158,-13.8155105580,-13.8155105580,-13.8155105580
175,-13.8155105580,-13.8155105580,-13.8155105580,-8.9728503775
176,-0.0000010000,-13.8155105580,-10.2891645886,-13.8155105580
177,-13.8155105580,-0.0000010000,-5.0448532467,-13.8155105580
178,-11.2147029018,-13.8155105580,-0.0000010000,-13.8155105580
179,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
180,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580
181,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
182,-13.8155105580,-13.8155105580,-0.0000010000,-13.8155105580
183,-12.6358743841,-13.8155105580,-0.0000010000,-13.8155105580
184,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
185,-0.0000010000,-13.8155105580,-7.7875362119,-13.8155105580
186,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
187,-12.6274928194,-13.8155105580,-7.8633587872,-0.0000010000
188,-0.0000010000,-13.8155105580,-6.3946994260,-13.8155105580
189,-0.0000010000,-13.8155105580,-12.9516815580,-13.8155105580
190,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000
191,-13.2844081122,-13.8155105580,-13.8155105580,-13.8155105580
192,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
193,-0.0000010000,-13.8155105580,-0.0000010000,-13.8155105580
194,-13.8155105580,-13.8155105580,-13.8155105580,-0.0000010000
195,-13.8155105580,-13.8155105580,-13.8155105580,-0.0000010000
196,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
197,-13.8155105580,-4.9763895177,-0.0000010000,-13.8155105580
198,-0.0000010000,-0.0000010000,-6.8193564517,-4.3449629366
199,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
200,-13.8155105580,-0.0000010000,-13.8155105580,-0.0000010000
201,-13.8155105580,-0.0000010000,-13.8155105580,-0.0000010000
202,-0.0000010000,-0.0000010000,-13.3292925448,-13.8155105580
203,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000
204,-13.6063135884,-0.0000010000,-7.8701244565,-13.8155105580
205,-0.0000010000,-0.0000010000,-12.8032614624,-0.0000010000
206,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000010000
207,-13.8155105580,-13.8155105580,-0.0000010000,-0.0000010000
208,-13.8155105580,-13.8155105580,-11.9775699709,-0.0000010000
209,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000
210,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000
211,-0.0000010000,-13.8155105580,-13.8155105580,-0.0000010000
212,-13.8155105580,-13.8155105580,-6.6436399983,-0.0000010000
213,-0.0000010000,-0.0000010000,-9.3905954664,-13.8155105580
214,-0.0000010000,-0.0000010000,-7.8631840843,-0.0000010000
215,-13.5070624084,-13.8155105580,-0.0000010000,-13.8155105580
216,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
217,-9.4329751475,-0.0000010000,-13.8155105580,-13.8155105580
218,-13.8155105580,-13.8155105580,-13.8155105580,-0.0000010000
219,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
220,-13.8155105580,-13.8155105580,-0.0000010000,-13.8155105580
221,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
222,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
223,-13.8080138897,-13.8155105580,-6.4254232540,-0.0000010000
224,-7.5781466331,-13.8155105580,-0.0000010000,-13.8155105580
225,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
226,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
227,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
228,-12.4926438091,-0.0000010000,-0.0000010000,-0.0000010000
229,-13.8155105580,-13.8155105580,-0.0000010000,-0.0000010000
230,-0.0000010000,-13.8155105580,-0.0000010000,-13.8155105580
231,-10.9991221509,-13.8155105580,-13.0637142878,-13.8155105580
232,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000010000
233,-12.5963357836,-0.0000010000,-13.8155105580,-13.8155105580
